,country,current_role,yearly_compensation,programming_languages,ides,visualization,activities,gender,primary_tool,ages
22642,Russia,Data Analyst,"30,000-39,999","Python, R, SQL, C, C++, Java, Javascript","RStudio ,PyCharm , Spyder, Sublime Text,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 ,Shiny ,D3 js ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models",Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",mediana
22643,United States of America,Data Analyst,"125,000-149,999","Python, SQL, Javascript","Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Bokeh ,Geoplotlib ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,Other,joven
22648,United Kingdom of Great Britain and Northern Ireland,Data Analyst,"30,000-39,999", Javascript, Sublime Text, None,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,unknown,mediana
22651,Brazil,Data Analyst,"25,000-29,999","Python, R, SQL, C","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,RStudio , Notepad++"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Man,"Local development environments (RStudio, JupyterLab, etc.)",mediana
22661,Pakistan,Data Analyst,"5,000-7,499","Python, Javascript","PyCharm , Spyder,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Altair ",Analyze and understand data to influence product or business decisions,Man,Other,joven
22675,Japan,Data Analyst,"50,000-59,999","Python, C++, MATLAB","Visual Studio Code (VSCode) , Sublime Text,MATLAB ,Jupyter Notebook", Matplotlib ,Experimentation and iteration to improve existing ML models,Man,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",joven
22686,Vietnam,Data Analyst,"5,000-7,499","Python, SQL","Visual Studio Code (VSCode) ,Jupyter Notebook", Matplotlib ,Analyze and understand data to influence product or business decisions,Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
22711,Australia,Data Analyst,unknown,"Python, R","RStudio ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ",unknown,Man,unknown,mediana
22737,India,Data Analyst,"10,000-14,999",unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Man,"Advanced statistical software (SPSS, SAS, etc.)",mediana
22738,Pakistan,Data Analyst,unknown,Python,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio Code (VSCode) ,PyCharm ,Jupyter Notebook", Matplotlib ,unknown,Man,unknown,joven
22770,Peru,Data Analyst,"1,000-1,999", Other,Jupyter Notebook," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Experimentation and iteration to improve existing ML models",Man,"Local development environments (RStudio, JupyterLab, etc.)",joven
22790,India,Data Analyst,"3,000-3,999","Python, R, SQL","Visual Studio , Notepad++","Seaborn ,D3 js ","Analyze and understand data to influence product or business decisions, Build prototypes to explore applying machine learning to new areas",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
22808,India,Data Analyst,unknown,"Python, R, SQL, C",RStudio , Matplotlib ,unknown,Woman,unknown,mediana
22823,China,Data Analyst,"15,000-19,999",Python,"Visual Studio Code (VSCode) ,PyCharm , Vim / Emacs,Jupyter Notebook", None,Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
22827,India,Data Analyst,"30,000-39,999",unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Man,"Advanced statistical software (SPSS, SAS, etc.)",joven
22848,India,Data Analyst,"7,500-9,999","Python, C++, Javascript","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio Code (VSCode) , Spyder,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Bokeh ,Leaflet / Folium ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Woman,"Local development environments (RStudio, JupyterLab, etc.)",joven
22849,Germany,Data Analyst,"10,000-14,999", R, Vim / Emacs,"Plotly / Plotly Express ,Ggplot / ggplot2 ,Shiny ,D3 js ,Leaflet / Folium , Other",None of these activities are an important part of my role at work,Man,"Advanced statistical software (SPSS, SAS, etc.)",mediana
22860,India,Data Analyst,0-999,"Python, R, SQL","Visual Studio Code (VSCode) ,PyCharm , Sublime Text", None,None of these activities are an important part of my role at work,Man,unknown,joven
22861,Russia,Data Analyst,unknown,"Python, C"," Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Geoplotlib ",unknown,Woman,unknown,joven
22871,India,Data Analyst,0-999,"Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
22892,South Korea,Data Analyst,"4,000-4,999",Python,PyCharm , Other,Other,Woman,unknown,joven
22894,United States of America,Data Analyst,unknown,"Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,RStudio ,Visual Studio ,PyCharm , Notepad++, Sublime Text,Jupyter Notebook"," Matplotlib ,Ggplot / ggplot2 ,Geoplotlib ",unknown,Man,unknown,joven
22903,Nigeria,Data Analyst,0-999,"Python, SQL, MATLAB",Visual Studio Code (VSCode) , Matplotlib ,Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",mediana
22907,India,Data Analyst,unknown,"Python, SQL", Spyder,unknown,unknown,Man,unknown,joven
22923,Italy,Data Analyst,"40,000-49,999", Other,Jupyter Notebook," Matplotlib ,Seaborn ,Plotly / Plotly Express ",Analyze and understand data to influence product or business decisions,Man,"Advanced statistical software (SPSS, SAS, etc.)",joven
22931,India,Data Analyst,"2,000-2,999","Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ,Jupyter Notebook", Matplotlib ,Analyze and understand data to influence product or business decisions,Man,unknown,joven
22944,Brazil,Data Analyst,"2,000-2,999",Python,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ,PyCharm , Notepad++,Jupyter Notebook", None,None of these activities are an important part of my role at work,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
22946,Egypt,Data Analyst,0-999,unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Man,unknown,mediana
22948,Ukraine,Data Analyst,unknown,Python,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ,PyCharm , Sublime Text", None,unknown,Man,unknown,joven
22951,Nigeria,Data Analyst,"1,000-1,999","Python, SQL","Visual Studio Code (VSCode) ,PyCharm , Spyder,Jupyter Notebook"," Matplotlib ,Seaborn ,Geoplotlib ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
22960,United States of America,Data Analyst,"100,000-124,999","Python, R","RStudio ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 ,Shiny ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build and/or run a machine learning service that operationally improves my product or workflows",Woman,"Local development environments (RStudio, JupyterLab, etc.)",joven
22983,Other,Data Analyst,"1,000-1,999", SQL,Jupyter Notebook, None,Analyze and understand data to influence product or business decisions,Man,unknown,joven
22988,Japan,Data Analyst,"7,500-9,999","Python, R, SQL","RStudio ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
22993,India,Data Analyst,"4,000-4,999","Python, R, SQL","RStudio ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ",None of these activities are an important part of my role at work,Man,"Local development environments (RStudio, JupyterLab, etc.)",joven
22996,Nigeria,Data Analyst,0-999,Python,Jupyter Notebook,Seaborn ,Build prototypes to explore applying machine learning to new areas,Man,unknown,joven
22997,Indonesia,Data Analyst,0-999,"Python, R",RStudio ,Ggplot / ggplot2 ,"Analyze and understand data to influence product or business decisions, Do research that advances the state of the art of machine learning",Woman,"Local development environments (RStudio, JupyterLab, etc.)",joven
23009,France,Data Analyst,"3,000-3,999","Python, R","Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
23016,United Kingdom of Great Britain and Northern Ireland,Data Analyst,"60,000-69,999","Python, SQL"," Notepad++,Jupyter Notebook", Matplotlib ,Analyze and understand data to influence product or business decisions,Man,"Local development environments (RStudio, JupyterLab, etc.)",mediana
23018,China,Data Analyst,0-999,"Python, R, SQL, MATLAB","RStudio ,PyCharm , Spyder, Notepad++,MATLAB ,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 , Other",Analyze and understand data to influence product or business decisions,Woman,"Local development environments (RStudio, JupyterLab, etc.)",joven
23026,India,Data Analyst,unknown,"Python, SQL, C, C++","Visual Studio Code (VSCode) ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ",unknown,Man,unknown,joven
23042,Japan,Data Analyst,"7,500-9,999", Other,"RStudio , Spyder"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Man,"Advanced statistical software (SPSS, SAS, etc.)",mediana
23043,Spain,Data Analyst,"1,000-1,999","Python, SQL, Javascript","Visual Studio ,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Woman,unknown,joven
23089,India,Data Analyst,unknown,"Python, SQL, Java, Javascript","PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,unknown,joven
23095,Russia,Data Analyst,"20,000-24,999", SQL, Other, None,Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
