,country,current_role,yearly_compensation,programming_languages,ides,visualization,activities,gender,primary_tool,ages
24875,India,Data Analyst,"4,000-4,999",Python,"Visual Studio ,PyCharm , Sublime Text,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",younger
24882,India,Data Analyst,"10,000-14,999","Python, SQL"," Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Man,"Local development environments (RStudio, JupyterLab, etc.)",younger
24897,Other,Data Analyst,"25,000-29,999",Python,Jupyter Notebook," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Woman,unknown,younger
24905,Mexico,Data Analyst,unknown, SQL, None, None,Analyze and understand data to influence product or business decisions,Woman,unknown,middle
24917,Islamic Republic of Iran,Data Analyst,0-999,"Python, MATLAB","Visual Studio Code (VSCode) , Spyder,MATLAB ,Jupyter Notebook", None,None of these activities are an important part of my role at work,Man,"Advanced statistical software (SPSS, SAS, etc.)",younger
24952,Russia,Data Analyst,"2,000-2,999","Python, R, SQL","PyCharm , Sublime Text,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ,D3 js ,Geoplotlib ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Woman,"Local development environments (RStudio, JupyterLab, etc.)",younger
24964,Norway,Data Analyst,"100,000-124,999", Other,"RStudio ,Visual Studio ,Visual Studio Code (VSCode) ","Plotly / Plotly Express ,Ggplot / ggplot2 ",Build and/or run a machine learning service that operationally improves my product or workflows,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",middle
24977,India,Data Analyst,"25,000-29,999",unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",middle
24986,Nigeria,Data Analyst,unknown,"Python, Javascript","Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,D3 js ",unknown,Man,unknown,younger
25007,Thailand,Data Analyst,"5,000-7,499","Python, R, SQL, C++, Java, Javascript","RStudio ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Plotly / Plotly Express ,Ggplot / ggplot2 ,Geoplotlib ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",younger
25009,Czech Republic,Data Analyst,"40,000-49,999","Python, SQL","RStudio ,Visual Studio Code (VSCode) , Notepad++, Vim / Emacs,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",middle
25024,India,Data Analyst,0-999," R, SQL",RStudio ,Ggplot / ggplot2 ,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Do research that advances the state of the art of machine learning",Man,unknown,younger
25026,France,Data Analyst,unknown,"Python, R, SQL",Visual Studio Code (VSCode) ,"Seaborn ,Ggplot / ggplot2 ",unknown,Man,unknown,younger
25063,Pakistan,Data Analyst,0-999,Python,"Visual Studio Code (VSCode) ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",younger
25075,India,Data Analyst,"10,000-14,999",Python,Jupyter Notebook," Matplotlib ,Seaborn ,Plotly / Plotly Express ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",middle
25084,France,Data Analyst,"25,000-29,999","Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Jupyter Notebook"," Matplotlib ,Plotly / Plotly Express ",Analyze and understand data to influence product or business decisions,Woman,"Local development environments (RStudio, JupyterLab, etc.)",middle
25099,India,Data Analyst,unknown," C, C++, Java","PyCharm ,Jupyter Notebook",unknown,unknown,Woman,unknown,younger
25107,United States of America,Data Analyst,"125,000-149,999","Python, R, SQL, Bash, Other","RStudio ,Visual Studio Code (VSCode) ,PyCharm , Notepad++, Sublime Text, Vim / Emacs,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ,Shiny ,D3 js ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas",Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",middle
25108,Egypt,Data Analyst,0-999,"Python, SQL, Java, Javascript, Other","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio Code (VSCode) "," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Do research that advances the state of the art of machine learning",Man,"Local development environments (RStudio, JupyterLab, etc.)",middle
25172,India,Data Analyst,unknown,"Python, SQL",Jupyter Notebook," Matplotlib ,Seaborn ",unknown,Woman,unknown,middle
25174,South Korea,Data Analyst,0-999,Python,Jupyter Notebook," Matplotlib ,Seaborn ",Other,Man,"Local development environments (RStudio, JupyterLab, etc.)",younger
25178,Kenya,Data Analyst,0-999," R, C++","RStudio ,PyCharm ","Ggplot / ggplot2 ,Shiny ,Geoplotlib ","Analyze and understand data to influence product or business decisions, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Man,unknown,younger
25197,Other,Data Analyst,"7,500-9,999","Python, SQL, Javascript","Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",middle
25221,India,Data Analyst,"250,000-299,999",unknown,unknown,unknown,Experimentation and iteration to improve existing ML models,Man,"Local development environments (RStudio, JupyterLab, etc.)",younger
25245,Saudi Arabia,Data Analyst,"2,000-2,999"," R, SQL","RStudio ,PyCharm , Other",Ggplot / ggplot2 ,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Other",Man,"Local development environments (RStudio, JupyterLab, etc.)",middle
25249,United States of America,Data Analyst,"90,000-99,999","Python, R, SQL","RStudio ,Visual Studio ","Plotly / Plotly Express ,Ggplot / ggplot2 ,Shiny ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",middle
25280,United Arab Emirates,Data Analyst,unknown,"Python, SQL, C++, Other",Jupyter Notebook," Matplotlib ,Seaborn ",unknown,Man,unknown,middle
25286,India,Data Analyst,"5,000-7,499","Python, SQL","PyCharm , Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",younger
25287,Canada,Data Analyst,unknown,"Python, R, SQL, Java","RStudio ,Visual Studio Code (VSCode) ",Ggplot / ggplot2 ,unknown,Woman,unknown,younger
25295,United Kingdom of Great Britain and Northern Ireland,Data Analyst,"20,000-24,999","Python, SQL",Jupyter Notebook," Matplotlib ,Seaborn ,Geoplotlib ",Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",middle
25303,India,Data Analyst,"3,000-3,999","Python, R, SQL, Javascript","RStudio ,Jupyter Notebook",Ggplot / ggplot2 ,Other,Man,Other,older
25305,Islamic Republic of Iran,Data Analyst,unknown,Python,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio Code (VSCode) ,PyCharm "," Matplotlib ,Seaborn ",unknown,Man,unknown,younger
25312,Other,Data Analyst,"2,000-2,999", R,"RStudio ,Jupyter Notebook"," Matplotlib ,Ggplot / ggplot2 ,Shiny ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Local development environments (RStudio, JupyterLab, etc.)",middle
25326,Japan,Data Analyst,"10,000-14,999","Python, R, SQL, Javascript","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ",Seaborn ,Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",middle
25342,Philippines,Data Analyst,"25,000-29,999","Python, R, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) , Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Woman,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",younger
25358,Peru,Data Analyst,"7,500-9,999","Python, SQL", Spyder," Matplotlib ,Plotly / Plotly Express ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",middle
25363,Brazil,Data Analyst,unknown,"Python, R, SQL, Other","RStudio ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ,Geoplotlib ",unknown,Man,unknown,middle
25367,Chile,Data Analyst,"2,000-2,999", R,RStudio ,"Ggplot / ggplot2 ,Shiny , Other",Analyze and understand data to influence product or business decisions,Man,"Local development environments (RStudio, JupyterLab, etc.)",younger
25377,Spain,Data Analyst,unknown," R, Other","RStudio ,Visual Studio , Notepad++, Other", Other,unknown,Man,unknown,middle
25383,United States of America,Data Analyst,"150,000-199,999", Java,PyCharm , None,None of these activities are an important part of my role at work,Man,"Advanced statistical software (SPSS, SAS, etc.)",middle
